product_id,product_title,retail_price,Disc__perc,disc_price,rating,summary,review,location,date,upvotes,downvotes
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Just okay,Product are not good use touch slowly use not good,Semari,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Good,Kolathur,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Did not meet expectations,Very bad product,Candolim,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Mind-blowing purchase,Superb mobile and excellent service,Hyderabad,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,This is good product  under 10000And it's battery backup is better for studying online.,Ballia District,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Super!,Value for money,Krishna,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Worth every penny,Excellent product within the budget..go for it without any doubt,Chavakkad,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Wonderful,"Good battery, weight phone,",Sanivarapupeta,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Good,It's too heavy but the battery life is awesomeThe phone is lagging from the 1st day,Mannarkad,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Brilliant,Very nice😊 product,Kanpur,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Absolute rubbish!,very bad prduct.for charging battery we need 3 hour approx.and the charging only supports  15 wats and phone not working smoothly.bad choice for 11k,Wayanad District,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Nice,Battery performance is not goodTakes more time to charge and battery drains quickely,Thrissur,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Simply awesome,Very nice phone Samsung is always best in budget,New Delhi,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Brilliant,So beautiful ❤️,Khudaganj,20 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Fair,Average phone,Buxar,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,Budget mobile,Bethamcherla,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Worth every penny,Good,Contai,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Hated it!,Not nice,Bengaluru,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Absolute rubbish!,Not working properly only after 1 month of buying.,East Delhi,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Pretty good,Good,Medinipur,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Useless product,Don't buy,Balapallam,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Nice product,If your budget is low then you can go for it...,Siwan,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Perfect product!,Ok good,Iriveri,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Best in the market!,Awesome mobile 👍👍👍,Coimbatore,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Does the job,Good,Pallikkara,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Excellent,Awesome,Sant Ravidas Nagar Bhadohi District,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Highly recommended,Good camera,Tiruchirappalli District,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Just wow!,Good product,Lucknow,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Terrific,Nice product,Shirdi,21 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Did not meet expectations,Display vary bad,Shillong,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Mind-blowing purchase,Good phone,Bhubaneswar,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Worth every penny,Nice product,Bhagalpur District,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Worthless,"Bad , pls koi mat looo",Kadapa,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Not recommended at all,Very slow and battery is poor.,Kshirpai,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Highly recommended,Good product 💯,Rajkot,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Fair,Better quality,Siwan,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Excellent,Very nice,Sidhi,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Absolute rubbish!,This is bad product Very Network issue on phone Samsung f13 and Flipkart not support return this product I am not satisfied this product,Gonda District,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Mobile features were as expected. Good camera quality and battery also stays for long time.overall good one.,Erode,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Good quality product,Very good,New Delhi,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Simply awesome,Nice product,Surat,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Good,Kothagudem,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Very good,Hazaribagh,22 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Worth the money,The Phone is good for Normal calling purpose and daily usage. Dont expect much with this phone.Phone is lagging even with 4gb ram ..i think this is due to Mediatek processor. Overall in this price range this is good budget Phone to buy. Heavy games cannot be played in this mobile,Vadodara,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Mind-blowing purchase,Amazing. Thank You Flipkart and Samsung.,Purnia,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Very good phone if your looking in budget camera quality is decent for below 10k,Coimbatore,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,Good for laddy,Ghosia Bazar,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Must buy!,Super quality 👌😀😀😀,Ratlam,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Useless product,Dont buy this. Very bad product.,Kannur,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Does the job,Worth to price,Rajahmundry,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Mind-blowing purchase,Verry nice,Amreli District,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Good choice,Very nice pic,Siliguri,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Awesome,Nice product,Harda,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,Not very good but good 😊,Mohali,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Perfect product!,I like this mobile,Raichur,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Terrific purchase,Very Very good 👍 I am so happy 😊,Chapra,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Unsatisfactory,screen problem,Nanauta,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Terrific purchase,Nice luck,Madhubani District,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,👍😊 awesome,Muri,23 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Awesome,Best budget mobile from Samsung ❤️,Baruipur,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Nice,Ok ok,Nagercoil,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",1,Did not meet expectations,Not good,Safidon,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Fair,no app lock average GUI poor user experience,Lucknow,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Highly recommended,Nice quality phone,Perambalur District,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Just wow!,Good photo,Prayagraj,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Terrific purchase,Very good,Purbi Singhbhum District,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Classy product,Thank you flipkart,Mahendragarh District,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Awesome,Super phone,Laksar,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,Always best Samsung👌👌👌💯✨👏 product delivery is very good fine 💯✨🎆 Thank you Flipkart,Virudhunagar,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",2,Slightly disappointed,Not soo gooddd,Jalalpur,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",2,Slightly disappointed,Too slow,Noida,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Worth the money,Value for money,New Delhi,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Value-for-money,Worth for the price. Have a decent back camera. Front camera is not suitable for selfi seems like 5 MP camera. Dot suitable for night shoot.Battery backup giving above 12 hours of continuous use. Display is very good.,Chennai,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Excellent,Nice 👍🏻,Kasargod,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Must buy!,Very good mobile,New Town,24 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",3,Fair,"Very slow mobile, hanging problem",Bijnor,25 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Great product,Good qualti,Ganaur,25 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",5,Terrific,I love samsung mobile and super mobile and for low cost good mobile and inbuilt was 128gb soo it's good benefits for low cost totally good,Bengaluru,25 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",4,Nice product,Budget smartphone for all members..Display and camera is not upto the mark for Samsung brand.Battery awesome.,Supa Midc,25 days ago,0,0
MOBGENJWWRYSFC5P,"SAMSUNG Galaxy F13 (Sunrise Copper, 64 GB)","14,999",26,"10,999",2,Slightly disappointed,Cemera clarity wrost,Kurnool District,25 days ago,0,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific,Super 😍🎉,Shrirampur,5 months ago,1808,272
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Pretty good,Nice product,Meerut,4 months ago,461,61
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Worth every penny,"Best budgets phone for low income person Mobile dream come true with latest android version(ram,memory,camera,funcation,etc....) Happy 😊",Ahmedabad,3 months ago,1291,194
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Mind-blowing purchase,Nice phone ❤,Patti,5 months ago,660,93
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Worth the money,Wow . Nice phone,Lumding,4 months ago,1370,209
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Super!,Awesome 😎 Buy it without any Excuses 🔥📱,Kochinda,5 months ago,832,122
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Must buy!,Display quality and look is awesome 😎👍    Worth of money 🤑,Bagalkot District,5 months ago,135,14
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Value-for-money,Nice Camera,Prakasam District,2 months ago,111,11
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific purchase,Nice mobile I am so happy 😊,Jamtara District,4 months ago,313,41
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Awesome,Nice 👍,Chennai,4 months ago,165,19
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Perfect product!,Good,Dataganj,5 months ago,233,30
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Just wow!,Best Quality,Samastipur District,5 months ago,196,25
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific purchase,Very nice 👌 and camera exlent..Mobile super good thanks 🙏,Sankeshwar,5 months ago,1094,189
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Really Nice,Nice Product for this price camera little bit problem battery was good display was good My rateing this Product 5/3.5,Hyderabad,5 months ago,346,56
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Highly recommended,I love this phone thanku Flipkart,Tirhut Division,5 months ago,93,11
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",3,Just okay,Very good phone in this price..,Azamgarh District,4 months ago,119,16
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Excellent,Best phone i ever seen💗,Asarganj,4 months ago,62,7
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Pretty good,Nice budget phone price but 4G,Riico Industrial Area Neemrana,2 months ago,15,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Delightful,Best budget mobile phone from Realme however camera could have been better . Performance and display is just an awesome.,Salem,2 months ago,14,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Really Nice,Almost a good product....best for daily normal use ...not for high gaming ....battery charging should be faster as 33W is charger.... Display is good 👍 over all good phone ...best buy....,Saran District,4 months ago,725,177
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Wonderful,"Nice phone but there are some issues like heating problem while gaming and heavy work load, camera is quite good and display is best at this price though it is not amoled. Processor used in this phone in not worthy it can be better .",Jhansi,5 months ago,711,176
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Great product,Good,Bagaha,5 months ago,131,27
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Must buy!,Very nice phone I like this phone,Dalkhola,4 months ago,102,20
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Highly recommended,At this price range you are getting an 8GB + 128GB combination which is one of the best phones that I have ever bought. As per the performance the camera output is amazing with 64MP with in built AI. The battery is good.,Pune,5 months ago,24,2
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Must buy!,Very nice,Chennai,5 months ago,38,5
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Simply awesome,"It is well balanced mobile with a good display , Battery , Performance , and a decent camera,design too much excellent🥰🥰",Gopalganj District,3 months ago,272,68
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific,Very nice mobile ...... budget friendly..... performance is good,Chennai,3 months ago,23,1
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Awesome,Next level phone,Konnagar,5 months ago,53,9
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific purchase,Device holds the most seductive design ever .. good at performance. Lacking was the limited additional features ..overall perfect,Hyderabad,5 months ago,21,2
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Delightful,Super,Kerur,5 months ago,31,4
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Super!,Overall good at this price. Superb design.,Ernakulam,4 months ago,283,79
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Mind-blowing purchase,This price Value for the money,Brahmapur,3 months ago,25,3
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Great product,Mobil camera is good,Bengaluru,2 months ago,167,43
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Super!,Nice Phone,Piro,4 months ago,65,13
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Mind-blowing purchase,Purchased it for family.. very light use only. So for the price range it's awesome. Good built quality and stylish. 64 mp single camera does its job excellent...Not tried with heavy games. Recommended for average users with enough RAM and Storage with moderate Helio g88 processor.,Tirunelveli,5 months ago,422,128
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Just wow!,Super phone I love this phone,Jangipur,5 months ago,43,8
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Great product,All is superb camera also very good,Amritsar,5 months ago,22,3
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",3,Fair,The sound get off unable to get call from other no,Greater Noida,5 months ago,9,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Excellent,It's useful budget phone,Debagarh District,5 months ago,55,13
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Good choice,i liked it very much ❤️,New Delhi,3 months ago,12,1
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Pretty good,Very good,Surat,3 months ago,34,9
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Perfect product!,Camera quality goodBattery good,Guna District,2 months ago,7,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Wonderful,Nice mobile,Bhopal,4 months ago,31,9
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Simply awesome,Nice camera,Hyderabad,3 months ago,16,3
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",1,Utterly Disappointed,Heating Problem4G PhoneOnly 1 Speaker,Parli,5 months ago,23,6
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Awesome,Good family pics in realme c55 at camera,Kolar District,4 months ago,17,4
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Mind-blowing purchase,"Design Is Awesome, and in this budget perfect choice",Koch Bihar,4 months ago,17,4
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific purchase,V good phoneSmooth and handy,Ahmedabad,2 months ago,6,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Just wow!,Good Phone in this price Range,Roorkee,3 months ago,6,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Wonderful,Simply superb ausum,Gadwal,4 months ago,24,7
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Very Good,Super phone 🤩😍,East Godavari District,3 months ago,12,2
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Just okay,Superb mobile Back look very happy,Kalyan,5 months ago,34,12
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",3,Just okay,Very interested phone😍😘8GB 128GB,Alipurduar,2 months ago,19,5
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Super!,Value for phone 👍,Madhubani District,5 months ago,11,5
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Terrific,Mobile is good...Delivery men is too worrest..,East Godavari District,5 months ago,11,2
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Simply awesome,"you would actually be downgraded if you got the realme c55. oppo a94 has better performance than this phoneThe charge ends a little early, I hope it will be fixed in the next update.",Khagaria,4 months ago,73,36
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Highly recommended,Very good,Samastipur District,3 months ago,13,3
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Pretty good,Good Phone,Navi Mumbai,4 months ago,17,5
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Mind-blowing purchase,Good,Bhagalpur District,5 months ago,21,7
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Wonderful,Very nice phone,Hoshiarpur,2 months ago,4,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Best in the market!,Camra,Aurangabad District,3 months ago,5,0
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",2,Could be way better,Camera very poor quality,Kolkata,2 months ago,8,1
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",4,Very Good,Super duper exllent good 👍👍 😊😊😊😊 i am so happy 😊😊,Darbhanga,2 months ago,8,1
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Brilliant,Excellent,Chennai,4 months ago,115,67
MOBGNBYJZJEHR4QN,"realme C55 (Rainy Night, 128 GB)","15,999",12,"13,999",5,Highly recommended,Stylish. Light. And high performance up to 16 gb! Ram,Kakinada,2 months ago,22,8
